criterion_id,nct_id,section,text,scibert_b2_label,scibert_b2_prob,scibert_b3_label,scibert_b3_prob,llm_b2_label,llm_b2_confidence,llm_b3_label,llm_b3_confidence,human_b2_label,human_b3_label,review_flag
NCT01536054_0,NCT01536054,inclusion,"Eligible patients will be women with stages II-IV epithelial ovarian, fallopian tube, or primary peritoneal carcinoma who have completed standard therapy for primary or recurrent disease (i.e., patients who would normally be observed); eligible patients may have asymptomatic residual measurable disease on physical examination and/or computed tomography (CT) scan, and/or may have an elevated cancer antigen 125 (CA-125); or may be in complete clinical remission after treatment for primary or recurrent disease; these patients would normally enter a period of observation after standard management",1,1.0,1,1.0,1.0,0.75,1.0,0.85,,,low_confidence
NCT00002561_11,NCT00002561,unknown,"Cardiac disease defined as symptomatic congestive heart failure or coronary artery disease, known valvular (other than asymptomatic mitral valve prolapse) or congenital heart disease (other than asymptomatic atrial septal defects) or need for cardiac medications. Hypertension controlled with drug therapy is not an exclusion criterion.",0,0.0003,1,1.0,1.0,0.75,1.0,0.75,,,disagree
NCT00475085_1,NCT00475085,inclusion,"Must be scheduled to receive a chemotherapy treatment containing doxorubicin hydrochloride, epirubicin hydrochloride, cisplatin, carboplatin, or oxaliplatin (any dose or schedule) without concurrent radiotherapy or interferon treatment",0,0.0008,1,1.0,1.0,0.95,1.0,0.85,,,disagree
NCT07254091_3,NCT07254091,inclusion,Patients must be a candidate for pancreatoduodenectomy or pancreatectomy,0,0.118,1,0.9963,0.0,0.7,0.0,0.65,,,disagree
NCT05355987_10,NCT05355987,exclusion,History of psychological or sensorial disorder or anomaly that can prevent the patient from understanding the conditions for study participation,1,0.8052,1,1.0,0.0,0.85,0.0,0.65,,,disagree
NCT06863259_12,NCT06863259,inclusion,"Adequate Renal Function Defined As: • An estimated GFR of 50 mL/min/1.73m2 as determined by the Levey formula (see appendix C), cystatin C, or radioisotope determination.",1,0.9723,0,0.0022,1.0,0.95,1.0,0.95,,,disagree
NCT03210337_12,NCT03210337,exclusion,"Subject has any current skin disease (e.g., psoriasis, atopic dermatitis, eczema, sun damage), or condition (e.g., sunburn, excessive hair, open wounds) that, in the opinion of the investigator, might put the subject at undue risk by study participation or interfere with the study conduct or evaluations.",0,0.0009,1,1.0,0.0,0.95,0.0,0.8,,,disagree
NCT01639820_7,NCT01639820,exclusion,"Neuroendocrine carcinoma,",0,0.0,1,1.0,1.0,0.95,1.0,0.95,,,disagree
NCT07311577_30,NCT07311577,exclusion,PR interval > 0.24 s or 2nd/3rd-degree AV block.,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT02843074_1,NCT02843074,inclusion,"Ideally, no prior therapy, or",0,0.4544,1,1.0,0.0,0.6,0.0,0.6,,,disagree
NCT00035165_17,NCT00035165,exclusion,HIV+ patients,1,0.9942,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT03704662_17,NCT03704662,exclusion,Prior radiotherapy to the region of the study cancer that would result in overlap of radiation therapy fields.,1,0.9445,1,1.0,0.0,0.6,0.0,0.6,,,disagree
NCT00364195_10,NCT00364195,exclusion,Pregnant and breast-feeding females.,1,0.8298,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT04936997_11,NCT04936997,exclusion,Speaks a language other than English.,1,0.9846,1,0.9997,1.0,0.75,1.0,0.75,,,low_confidence
NCT02639546_14,NCT02639546,exclusion,Impaired gastrointestinal absorption,0,0.3605,1,1.0,0.0,0.85,0.0,0.6,,,disagree
NCT00392769_20,NCT00392769,exclusion,Presence of clinically apparent untreated central nervous system metastases.,0,0.0002,1,1.0,0.0,0.7,1.0,0.75,,,low_confidence
NCT00002720_2,NCT00002720,unknown,Estrogen receptor positive,1,1.0,1,1.0,1.0,0.9,1.0,0.95,,,ok
NCT00759928_29,NCT00759928,unknown,Use of ketoconazole and other potent inhibitors of CYP3A4 are not permitted from Day -14 through Day 15 of the study (see Appendix C).,1,1.0,1,0.9999,1.0,0.9,1.0,0.85,,,ok
NCT05083338_6,NCT05083338,exclusion,Patients cognitive or neurologically unable to complete questionnaires preoperatively,1,0.9646,0,0.1826,0.0,0.7,0.0,0.6,,,disagree
NCT06838273_33,NCT06838273,exclusion,Had autologous or allogeneic stem cell transplantation history;,1,0.9999,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT06551051_6,NCT06551051,exclusion,"peripheral neurotoxicity of grade 2 or higher has occurred with platinum-containing paclitaxel chemotherapy prior to prior ADC class administration, and the toxicity has not significantly worsened before or after ADC administration;",1,0.9304,1,1.0,0.0,0.6,1.0,0.6,,,disagree
NCT05785754_23,NCT05785754,unknown,"Major surgery within 4 weeks and minor surgery within 2 weeks of the first dose of study drug; following surgeries, all surgical wounds must be healed and free of infection or dehiscence. Patients must have recovered and not have ongoing surgical complications.",1,1.0,1,1.0,0.0,0.7,1.0,0.7,,,disagree
NCT02621879_1,NCT02621879,inclusion,Patients included presented with recurrence of pilonidal disease at least six months after the first operation.,0,0.4392,1,0.9999,1.0,0.9,1.0,0.85,,,disagree
NCT02109926_7,NCT02109926,exclusion,Who has a legal guardian,1,1.0,1,0.9996,1.0,0.8,1.0,0.8,,,ok
NCT04827953_19,NCT04827953,exclusion,History of interstitial lung disease,1,0.9177,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT02491957_1,NCT02491957,inclusion,Must have completed local therapy for their breast cancer,0,0.2882,1,1.0,1.0,0.7,1.0,0.8,,,disagree
NCT03375515_7,NCT03375515,inclusion,Without a history of anaphylaxis of narcotic drugs.,1,0.687,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT01641562_5,NCT01641562,exclusion,Diabetes mellitus,0,0.0512,1,1.0,1.0,0.8,1.0,0.9,,,disagree
NCT00103363_12,NCT00103363,unknown,Not specified Endocrine therapy,1,0.9996,1,1.0,1.0,0.7,1.0,0.8,,,low_confidence
NCT04987788_2,NCT04987788,inclusion,Received a physician referral for a screening colonoscopy;,1,1.0,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT00003538_13,NCT00003538,unknown,Chronic myelogenous leukemia,1,0.9996,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT05681650_10,NCT05681650,exclusion,"1\. Active, known or suspected autoimmune diseases.",1,0.995,1,1.0,0.0,0.7,1.0,0.75,,,disagree
NCT00074737_13,NCT00074737,exclusion,"Subjects receiving other anti-leukemia investigational agents (i.e., unapproved drugs). However, individual cases will be considered on a case-by-case basis for other investigational agents (e.g., antibiotics, antifungals).",1,0.9115,1,1.0,0.0,0.7,1.0,0.75,,,disagree
NCT00817518_2,NCT00817518,inclusion,any solid tumor type (Part 1); malignant melanoma or other responsive tumor type (Part 2);,0,0.0055,1,1.0,1.0,0.75,1.0,0.8,,,disagree
NCT00066729_14,NCT00066729,inclusion,Lack of availability for immunological and clinical follow-up assessments.,1,0.9999,1,0.9999,0.0,0.85,0.0,0.9,,,disagree
NCT07283822_3,NCT07283822,inclusion,Arm 3: exploratory cohort Classic HL PMBCL GZL,1,0.9999,1,1.0,1.0,0.75,1.0,0.75,,,low_confidence
NCT00314977_14,NCT00314977,exclusion,"Serious other diseases as recent myocardial infarction, clinical signs of cardiac failure or clinically significant arrythmias",0,0.0,1,1.0,0.0,0.85,0.0,0.7,,,disagree
NCT06536413_11,NCT06536413,exclusion,Plasma Cell Leukemia (Previously treated Plasma Cell Leukemia can be included per PI discretion),0,0.0013,1,1.0,1.0,0.75,1.0,0.8,,,disagree
NCT03223428_5,NCT03223428,exclusion,Unable to access the internet,0,0.1035,0,0.0,0.0,0.6,0.0,0.9,,,low_confidence
NCT05749900_32,NCT05749900,exclusion,Patients who have undergone surgery involving local or topical anesthesia within 14 days before enrollment,1,1.0,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT00839722_18,NCT00839722,exclusion,diffuse adenomyosis as the dominant disease,0,0.0001,1,0.9999,0.0,0.6,0.0,0.6,,,disagree
NCT00301730_3,NCT00301730,unknown,Pulmonary metastases progressed after prior allogeneic SCT,1,0.8434,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT04739813_50,NCT04739813,exclusion,"Known allergy to both xanthine oxidase inhibitors and rasburicase; or, known hypersensitivity to any of the study drugs",1,0.9979,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT00027898_7,NCT00027898,inclusion,"Absolute neutrophil count at least 1,500/mm\^3",1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT01440088_39,NCT01440088,exclusion,Females who are pregnant or breast-feeding,1,0.9999,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT00778167_20,NCT00778167,inclusion,No poorly controlled diabetes mellitus,0,0.0,1,1.0,0.0,0.85,0.0,0.6,,,disagree
NCT03550391_28,NCT03550391,exclusion,"Current use of NMDA antagonists, such as amantadine, ketamine, or dextromethorphan.",1,0.9924,1,1.0,1.0,0.9,1.0,0.9,,,ok
NCT00004232_6,NCT00004232,unknown,Not specified Renal:,1,0.9996,1,1.0,0.0,0.6,0.0,0.6,,,disagree
NCT00003890_32,NCT00003890,unknown,No other concurrent investigational drug or anticancer therapy,1,0.9913,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT04629326_8,NCT04629326,exclusion,5\. Suffering from claustrophobia or other mental diseases;,1,0.754,1,1.0,0.0,0.7,1.0,0.65,,,disagree
NCT01064635_17,NCT01064635,exclusion,"Patients with other non-malignant systemic diseases (cardiovascular, renal, hepatic, lung embolism, etc.) which would prevent prolonged follow-up.",0,0.004,1,1.0,0.0,0.95,0.0,0.8,,,disagree
NCT05796089_15,NCT05796089,inclusion,have a negative pregnancy test prior at registration if of child bearing potential or have evidence of non-child bearing potential by fulfilling the criteria as stated in the Protocol at screening,1,0.9999,1,1.0,1.0,0.8,1.0,0.75,,,low_confidence
NCT05554367_22,NCT05554367,inclusion,"COHORT 2: If patient has previously received binimetinib, they cannot have required dose reduction or discontinuation of binimetinib due to adverse events",1,1.0,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT01596790_13,NCT01596790,exclusion,refusal to participate,1,0.8223,1,0.593,1.0,0.8,0.0,0.95,,,disagree
NCT06828224_25,NCT06828224,exclusion,Hypersensitivity to gram positive bacterial proteins as hyaluronic acid is produced by Streptococcus type bacteria.,1,0.9806,1,1.0,0.0,0.6,1.0,0.7,,,disagree
NCT03635892_47,NCT03635892,exclusion,Other clinically significant disorders that would preclude safe study participation,0,0.0,0,0.0,0.0,1.0,0.0,0.9,,,ok
NCT00545766_6,NCT00545766,inclusion,"Adequate bone marrow function, defined by: white blood cells >=3,500/uL, hemoglobin >=8 g/dL, platelet count >=100,000/uL.",1,1.0,1,0.993,1.0,1.0,1.0,1.0,,,ok
NCT01621854_10,NCT01621854,inclusion,"Female participants must be postmenopausal (12 months of amenorrhea), surgically sterile or they must agree to use a physical method of contraception. Oral or injectable contraceptive agents cannot be the sole method of contraception. Male participants must be surgically sterile or agree to use a barrier method of contraception.",0,0.0003,0,0.0,0.0,0.85,0.0,0.85,,,ok
NCT05070403_3,NCT05070403,inclusion,ANC ≥ 1.0 × 109/L;,1,1.0,1,0.9995,1.0,1.0,1.0,1.0,,,ok
NCT00496509_26,NCT00496509,exclusion,Involvement in the planning or conduct of the study.,1,0.9838,0,0.0002,0.0,0.7,0.0,0.75,,,disagree
NCT02835391_7,NCT02835391,exclusion,Subject has a medical history of abnormal coagulopathy or bleeding,1,0.7418,1,1.0,1.0,0.75,1.0,0.85,,,low_confidence
NCT04440267_7,NCT04440267,exclusion,Patients who are: (a) pregnant and (b) breast feeding.,1,0.9996,1,1.0,1.0,0.85,1.0,0.8,,,ok
NCT02243267_18,NCT02243267,inclusion,"Not prepped for colonoscopy or surgery at the time of blood draw 5.3.4 New Diagnosis of Rectal Adenocarcinoma (untreated, new rectal CA)",1,1.0,1,1.0,1.0,0.75,0.0,0.65,,,disagree
NCT06959563_6,NCT06959563,exclusion,TB positive participant is positive IGRA blood test with TB antigens,1,1.0,1,0.9999,1.0,0.95,1.0,0.95,,,ok
NCT02324998_2,NCT02324998,inclusion,Patients suitable for radical prostatectomy,0,0.0,1,0.9979,0.0,0.8,0.0,0.7,,,disagree
NCT07034495_7,NCT07034495,exclusion,Patients who underwent combined or staged surgical procedures unrelated to the HPB domain,1,1.0,1,1.0,1.0,0.7,1.0,0.8,,,low_confidence
NCT04169672_47,NCT04169672,exclusion,"Previously allergic to any of the JS001 or Surufatinib ingredients, or monoclonal antibody;",1,1.0,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT06888921_18,NCT06888921,exclusion,Is currently participating in or have participated in a clinical study and received an investigational agent or used an investigational device within 4 weeks prior to the first dose of study treatment.,1,1.0,0,0.0058,1.0,0.85,1.0,0.8,,,disagree
NCT06056752_25,NCT06056752,exclusion,Other reasons deemed by the investigator to be unsuitable for the clinical trial.,0,0.0071,0,0.0124,0.0,1.0,0.0,1.0,,,ok
NCT00427765_11,NCT00427765,exclusion,Patients with active Central Nervous System (CNS) disease.,1,0.6553,1,1.0,0.0,0.6,1.0,0.75,,,disagree
NCT02393859_15,NCT02393859,exclusion,Known hypersensitivity to immunoglobulins or any of the products or components to be administered during dosing (excluding asparaginase),1,0.9994,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT04883125_5,NCT04883125,exclusion,Patients with severe organ dysfunction,0,0.0036,1,1.0,0.0,0.95,0.0,0.8,,,disagree
NCT00063388_3,NCT00063388,inclusion,Subjects with tumor tissue available for EGFR assessment,1,0.9998,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT03420742_1,NCT03420742,inclusion,Eastern cooperative Oncology Group (ECOG) performance status of 0 or 1.,1,1.0,1,1.0,1.0,1.0,1.0,0.9,,,ok
NCT01708954_24,NCT01708954,inclusion,Patients must have recovered to baseline (pre-Step 1) or CTCAE version 4.0 <= grade 1 from toxicity due to all prior therapies except alopecia and other non-clinically significant AEs,1,0.9945,1,1.0,0.0,0.6,0.0,0.65,,,disagree
NCT01627041_21,NCT01627041,exclusion,Cumulative lifetime dose of anthracycline chemotherapeutic > 80 mg/m\^2,1,1.0,1,1.0,1.0,0.9,1.0,0.8,,,ok
NCT05232084_1,NCT05232084,inclusion,Scheduled for mastectomy and axillary dissection surgery under general anesthesia,0,0.1412,1,0.9999,1.0,0.9,1.0,0.85,,,disagree
NCT05980481_7,NCT05980481,inclusion,"HER2-expressing status determined by laboratory to be IHC 1+, 2+ or 3+ or IHC0.",1,1.0,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT03370432_3,NCT03370432,exclusion,Previous or present cancer(s) at study entry,1,0.9999,1,1.0,1.0,0.8,1.0,0.9,,,ok
NCT04622228_18,NCT04622228,exclusion,Active or history of autoimmune disease or immune deficiency,1,0.9936,1,1.0,1.0,0.75,1.0,0.85,,,low_confidence
NCT01440088_17,NCT01440088,inclusion,Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT02451215_14,NCT02451215,inclusion,"Teratoma, or",1,0.997,1,0.998,1.0,0.85,1.0,0.85,,,ok
NCT06251115_31,NCT06251115,exclusion,Those who have a history of psychotropic drug abuse and cannot abstain or have a history of mental disorders,1,0.9999,1,1.0,0.0,0.6,1.0,0.7,,,disagree
NCT00543504_18,NCT00543504,exclusion,"(For erlotinib and cetuximab treatment arm only) History of hypersensitivity to cetuximab, murine products, or any component of the formulation.",1,0.9999,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT02382653_3,NCT02382653,inclusion,who had breakthrough pain which met the criteria described by Portenoy.,1,1.0,1,1.0,0.0,0.6,0.0,0.6,,,disagree
NCT06787053_12,NCT06787053,exclusion,Any contraindications to MRI identified after MRI safety screening including completion of an MRI Safety Screening Form.,0,0.0258,1,0.936,0.0,0.65,0.0,0.6,,,disagree
NCT05005429_29,NCT05005429,exclusion,Patients with any serious underlying medical condition that might impair patient's capacity to participate in the trial.,0,0.0,0,0.0,0.0,0.95,0.0,0.85,,,ok
NCT04510636_19,NCT04510636,exclusion,Patient has undergone prior allogeneic hematopoietic stem cell transplant.,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT01339052_27,NCT01339052,exclusion,"Participants who have received anti-angiogenic or anti-VEGF targeted agents (e.g. bevacizumab, cediranib, aflibercept, vandetanib, XL184, sunitinib etc).",1,0.9999,1,1.0,1.0,0.9,1.0,0.9,,,ok
NCT06253520_11,NCT06253520,inclusion,Participants must have serology results as follows:,1,1.0,1,1.0,0.0,0.5,0.0,0.5,,,disagree
NCT05320198_58,NCT05320198,exclusion,"Other medical or psychiatric condition or laboratory finding not specifically noted above that, in the judgment of the Investigator or Sponsor, would put the participant at unacceptable risk or otherwise preclude the participant from participating in the study",0,0.0012,0,0.0,0.0,1.0,0.0,1.0,,,ok
NCT02503969_0,NCT02503969,inclusion,Participants in the South Yorkshire Cohort,1,1.0,1,0.9996,1.0,0.75,1.0,0.75,,,low_confidence
NCT00613080_1,NCT00613080,unknown,Located up to 12 cm from the anal verge with no extension of malignant disease into the anal canal,1,0.9998,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT00307086_8,NCT00307086,inclusion,Patients must have undergone a complete psychosocial evaluation and have been considered capable of compliance.,0,0.0,0,0.0,0.0,0.9,0.0,0.75,,,low_confidence
NCT00310167_1,NCT00310167,unknown,Radiotherapy is indicated for curative treatment of stage IA or IIA disease OR palliation due to tumor bulk or anatomical position,1,0.9977,1,1.0,0.0,0.65,0.0,0.6,,,disagree
NCT01041443_4,NCT01041443,inclusion,Newly diagnosed,1,1.0,1,1.0,1.0,0.7,1.0,0.8,,,low_confidence
NCT02647476_5,NCT02647476,exclusion,severe malnutrition which required parenteral nutrition,0,0.0505,1,1.0,1.0,0.75,1.0,0.8,,,disagree
NCT00499408_18,NCT00499408,unknown,Concurrent chemotherapy with nonstudy drugs,1,0.9014,1,1.0,1.0,0.8,1.0,0.9,,,ok
NCT02546531_38,NCT02546531,exclusion,Gastrointestinal condition that could interfere with the swallowing or absorption of study medication.,1,0.8814,1,1.0,0.0,0.9,0.0,0.6,,,disagree
NCT00273546_1,NCT00273546,inclusion,"2.Primary tumor sites eligible: oral cavity, oropharynx, hypopharynx, larynx. Although they are admittedly of squamous cell types, the following tumors will be excluded because their responsiveness to chemotherapy may differ: nasal, paranasal cavities; nasopharynx.",0,0.0024,1,1.0,1.0,0.9,1.0,0.9,,,disagree
NCT03793361_3,NCT03793361,inclusion,Metastatic/locally advanced disease not amenable to surgical resection with curative intent,0,0.048,1,1.0,0.0,0.65,0.0,0.6,,,disagree
NCT06151197_11,NCT06151197,unknown,"Has concurrent diseases that might interfere with the conduct of the study, confound the interpretation of the study results or endanger the participant's well-being, or any significant hematological, endocrine, cardiovascular, respiratory, renal, hepatic, or gastrointestinal disease. If there is a history of such disease but the condition has been stable for greater than 1 year and is judged by the investigator not to interfere with participation in the study, the participant may be included, with the documented approval of the medical monitor.",0,0.065,1,1.0,0.0,0.95,0.0,0.85,,,disagree
NCT07439757_1,NCT07439757,inclusion,Scheduled to undergo contrast-enhanced CT.,1,0.9989,1,1.0,1.0,0.85,1.0,0.8,,,ok
NCT00761696_4,NCT00761696,inclusion,Ability to follow the study and all protocol requirements.,0,0.0005,0,0.0001,0.0,0.95,0.0,0.9,,,ok
NCT00861783_15,NCT00861783,exclusion,Use of any investigational agents within 4 weeks of study enrollment.,1,1.0,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT03638141_25,NCT03638141,exclusion,History of active primary immunodeficiency.,1,0.9992,1,1.0,1.0,0.85,1.0,0.9,,,ok
NCT05125016_4,NCT05125016,unknown,"Has received any previous systemic biologic or immune-modulating therapy (except for Sipuleucel-T) within 5 half-lives of first dose of study therapy, as described in the protocol",1,1.0,1,1.0,0.0,0.6,1.0,0.7,,,disagree
NCT00198276_9,NCT00198276,exclusion,Subjects with tumors suspected of involving a 50% or greater encasement of a blood vessel as measured by magnetic resonance imaging (MRI) or computed tomography (CT) scan.,1,1.0,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT01478373_5,NCT01478373,exclusion,Patients who have received any other tyrosine-kinase inhibitor but imatinib for GIST,1,0.9999,1,1.0,1.0,0.9,1.0,0.9,,,ok
NCT01153282_6,NCT01153282,exclusion,Pregnancy during chemotherapy treatment,0,0.0423,1,1.0,1.0,0.8,1.0,0.75,,,disagree
NCT00574977_19,NCT00574977,exclusion,"Clinically significant and/or rapidly accumulating ascites, peri-cardial and/or pleural effusions",0,0.0,1,0.9999,0.0,0.85,1.0,0.75,,,low_confidence
NCT07042581_6,NCT07042581,inclusion,"Reporting being bothered by vaginal symptoms of estrogen deprivation (i.e., vaginal dryness, dyspareunia, or discomfort \[pain with intercourse or examination\])",1,0.9162,1,0.9766,0.0,0.85,0.0,0.9,,,disagree
NCT03213678_34,NCT03213678,inclusion,Patients with seizure disorder may be enrolled if on anticonvulsants and well controlled,0,0.0,1,0.9841,0.0,0.85,0.0,0.7,,,disagree
NCT00070486_40,NCT00070486,unknown,No other concurrent chemotherapy Endocrine therapy,1,0.7643,1,1.0,1.0,0.8,1.0,0.85,,,ok
NCT01136824_1,NCT01136824,exclusion,There is no exclusion criteria,0,0.2244,1,0.9992,1.0,0.7,1.0,0.7,,,disagree
NCT00376480_19,NCT00376480,unknown,Fertile patients must use effective contraception,0,0.0,1,0.9982,0.0,0.85,0.0,0.95,,,disagree
NCT05965531_8,NCT05965531,exclusion,Complete obstruction or perforation,0,0.0089,1,1.0,1.0,0.8,1.0,0.8,,,disagree
NCT00000994_0,NCT00000994,inclusion,"Acute treatment for mucocutaneous candidiasis, localized cutaneous herpes simplex, or localized or disseminated zoster infections. Concurrent Treatment: Allowed:",1,0.9999,1,1.0,1.0,0.8,1.0,0.85,,,ok
NCT04367675_48,NCT04367675,unknown,HIV infection.,1,0.9887,1,1.0,1.0,0.9,1.0,0.9,,,ok
NCT00423865_38,NCT00423865,unknown,No concurrent immunosuppressive agents,1,0.697,1,1.0,1.0,0.8,1.0,0.85,,,ok
NCT03801083_29,NCT03801083,exclusion,History of active coronary or ischemic symptoms.,1,0.8223,1,1.0,0.0,0.75,1.0,0.75,,,disagree
NCT01460940_5,NCT01460940,inclusion,Nodular Lymphocyte-predominant Hodgkin's lymphoma,1,0.9997,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT06867588_9,NCT06867588,exclusion,Low quality of MRI defined by a PI-QUAL score of 1 or 2,1,0.9999,1,0.9991,1.0,0.95,1.0,0.9,,,ok
NCT05962905_11,NCT05962905,exclusion,"An emergent, life threatening condition impacting study conduct",0,0.0,0,0.0,0.0,0.95,0.0,0.7,,,low_confidence
NCT00331552_10,NCT00331552,inclusion,Be informed of the investigational nature of this study and provide written informed consent in accordance with institutional and federal guidelines prior to study specific screening procedures,0,0.0,0,0.0009,0.0,0.95,0.0,0.95,,,ok
NCT06519708_1,NCT06519708,inclusion,Both sexes.,1,0.9999,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT03667443_1,NCT03667443,exclusion,Amenorrhea (3 months),1,1.0,1,1.0,1.0,0.8,1.0,0.75,,,low_confidence
NCT06517901_8,NCT06517901,exclusion,Previous diagnosis of prostate cancer,1,0.9998,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT01885637_6,NCT01885637,exclusion,Patients who have already been referred to an SPT,1,1.0,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT01123811_28,NCT01123811,exclusion,"Previous exposure to monoclonal antibodies, signal transduction inhibitors or EGFR pathway targeting therapy;",1,0.998,1,1.0,1.0,0.85,1.0,0.9,,,ok
NCT01246843_23,NCT01246843,exclusion,systemic chemotherapy,0,0.2957,1,1.0,1.0,0.8,1.0,0.9,,,disagree
NCT02049593_25,NCT02049593,exclusion,"Concurrent disease or condition that would interfere with study participation or safety, such as:",0,0.0034,0,0.0,0.0,0.95,0.0,0.9,,,ok
NCT06758011_7,NCT06758011,exclusion,Not for use in power injectors.,1,0.9963,1,1.0,0.0,0.6,0.0,0.6,,,disagree
NCT02067507_15,NCT02067507,inclusion,Adolescent male or female (12-13 years),1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT06278493_16,NCT06278493,exclusion,"Individuals who have experienced arterial/venous thrombosis events within 6 months, such as cerebrovascular accidents (including temporary ischemic attacks), deep vein thrombosis, and pulmonary embolism.",1,1.0,1,1.0,1.0,0.85,1.0,0.9,,,ok
NCT01626352_11,NCT01626352,exclusion,Known anaphylaxis or sensitivity to ofatumumab.,1,0.9948,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT04513028_9,NCT04513028,exclusion,"Uncontrolled intercurrent illness including, but not limited to, autoimmune diseases, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements",0,0.0,1,0.9988,0.0,0.95,0.0,0.85,,,disagree
NCT02845908_11,NCT02845908,exclusion,Patients who have received previous chemotherapy for the treatment of metastatic or unresectable gastric or GEJ adenocarcinoma are ineligible;,1,1.0,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT05677919_5,NCT05677919,inclusion,"No prior CLL/SLL-directed therapy such as chemotherapy, immunotherapy, targeted therapy with small molecule inhibitors, radiation therapy, or cellular therapy.",1,0.5878,1,1.0,1.0,0.9,1.0,0.9,,,ok
NCT00028600_8,NCT00028600,unknown,Not specified Hematopoietic:,0,0.3572,1,1.0,0.0,0.5,0.0,0.5,,,disagree
NCT03184571_28,NCT03184571,exclusion,"Active autoimmune disease that had required systemic treatment in the past 2 years (ie, with use of disease modifying agents, corticosteroids, or immunosuppressive drugs);",1,1.0,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT00005985_8,NCT00005985,unknown,"No active ischemic or degenerative CNS disease NOTE: A new classification scheme for adult non-Hodgkin's lymphoma has been adopted by PDQ. The terminology of ""indolent"" or ""aggressive"" lymphoma will replace the former terminology of ""low"", ""intermediate"", or ""high"" grade lymphoma. However, this protocol uses the former terminology.",1,0.9999,1,1.0,0.0,0.7,0.0,0.6,,,disagree
NCT00152906_1,NCT00152906,inclusion,"Liver metastases from colorectal cancer or other solid malignancy, confirmed pathologically",1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT01074697_12,NCT01074697,exclusion,"The patient has been previously treated with radiotherapy, and/or chemotherapy, with exception of treatment with low voltage RT or electron RT for non-melanoma skin cancers .",1,0.9997,1,1.0,1.0,0.8,1.0,0.9,,,ok
NCT00416494_9,NCT00416494,unknown,No unstable or poorly controlled hypertension (> 150/100 mm Hg),1,0.9999,1,1.0,1.0,0.85,1.0,0.8,,,ok
NCT02868112_3,NCT02868112,inclusion,Planning to receive care at Massachusetts General Hospital (MGH),0,0.0022,0,0.0,0.0,0.7,0.0,0.95,,,low_confidence
NCT00354549_3,NCT00354549,unknown,"Stage IIIB disease, meeting both of the following criteria: Proven malignant effusion or supraclavicular node involvement (i.e., N3 supraclavicular nodes) Not a candidate for curative multimodality treatment or surgery",1,1.0,1,1.0,0.0,0.75,0.0,0.7,,,disagree
NCT02069561_15,NCT02069561,exclusion,Patients receiving systemic steroid in the two months prior to study entry,0,0.0188,1,1.0,1.0,0.85,1.0,0.85,,,disagree
NCT02202252_2,NCT02202252,exclusion,Distant metastasis,0,0.0009,1,1.0,1.0,0.8,1.0,0.8,,,disagree
NCT02156557_8,NCT02156557,exclusion,Subjects on active chemotherapy or radiation treatment,1,1.0,1,1.0,1.0,0.8,1.0,0.9,,,ok
NCT02029430_16,NCT02029430,exclusion,Evidence of central nervous system (CNS) hemorrhage National Cancer Institute Common Terminology Criteria for Adverse Events (NCI CTCAE) version 4.0 (published 28 May 2009) grade 2 or greater on baseline MRI.,1,1.0,1,1.0,1.0,0.9,1.0,0.95,,,ok
